t_s,Fx_N,Fy_N,Fz_N,Mx_Nm,My_Nm,Mz_Nm,Cd,Cl,Cm
5.16,159.32,-52.8904,-339.194,-22.8248,-47.6286,-30.4196,0.155065,-0.330134,-0.0110372
5.17,110.044,-74.6034,-325.39,4.17913,-34.383,35.2238,0.107105,-0.316698,-0.00796775
5.18,80.8963,5.57084,-354.483,-9.75196,-55.5045,14.7142,0.0787355,-0.345014,-0.0128624
5.19,156.151,-48.0542,-340.297,-22.4974,-47.9476,-29.5401,0.15198,-0.331207,-0.0111112
5.2,115.786,-77.7876,-325.03,1.90023,-35.2866,31.1987,0.112693,-0.316348,-0.00817716
5.21,78.3154,3.70697,-352.365,-8.77647,-55.8688,17.4809,0.0762235,-0.342953,-0.0129468
5.22,152.87,-42.784,-340.885,-21.0071,-48.2727,-28.287,0.148787,-0.33178,-0.0111865
5.23,121.3,-80.1786,-324.796,-0.684149,-37.4569,27.2622,0.11806,-0.31612,-0.00868009
5.24,77.2039,0.414126,-350.611,-7.63478,-56.272,19.4638,0.0751418,-0.341246,-0.0130402
5.25,147.531,-37.4904,-339.397,-20.3767,-48.9767,-25.5327,0.143591,-0.330331,-0.0113496
5.26,127.188,-81.4285,-325.001,-3.48966,-38.6134,23.7566,0.12379,-0.31632,-0.00894809
5.27,76.6907,-3.38245,-349.413,-6.29353,-56.5726,20.8352,0.0746422,-0.34008,-0.0131099
5.28,142.611,-32.8722,-339.572,-18.5231,-48.5105,-22.6553,0.138801,-0.330501,-0.0112416
5.29,132.297,-81.8425,-326.008,-5.85388,-38.867,19.403,0.128764,-0.3173,-0.00900686
5.3,78.2222,-7.7354,-348.873,-5.91647,-56.1624,20.8606,0.0761329,-0.339554,-0.0130148
5.31,136.031,-28.6183,-340.32,-16.2854,-47.6386,-18.9956,0.132398,-0.33123,-0.0110396
5.32,136.681,-81.709,-327.278,-7.72909,-39.558,16.1051,0.13303,-0.318536,-0.00916699
5.33,80.874,-12.7099,-348.304,-5.65483,-55.8249,20.3573,0.0787138,-0.339001,-0.0129366
5.34,129.455,-25.1985,-339.653,-13.7555,-45.7471,-14.8199,0.125997,-0.330581,-0.0106012
5.35,140.132,-79.9425,-328.274,-10.2835,-39.0377,12.7051,0.136389,-0.319506,-0.00904641
5.36,83.983,-17.3891,-349.132,-6.52269,-54.7139,18.5116,0.0817397,-0.339806,-0.0126792
5.37,123.301,-22.058,-340.053,-10.7121,-44.5706,-9.97385,0.120007,-0.33097,-0.0103286
5.38,142.182,-78.1939,-329.257,-11.4767,-39.3663,10.8451,0.138384,-0.320462,-0.00912258
5.39,89.3257,-21.8251,-349.027,-7.13812,-55.5562,15.948,0.0869398,-0.339704,-0.0128743
5.4,116.43,-20.3994,-339.905,-8.07465,-44.0694,-5.48074,0.113321,-0.330826,-0.0102124
5.41,143.102,-75.5776,-330.116,-13.2349,-40.3938,9.22271,0.13928,-0.321298,-0.00936067
5.42,94.6648,-26.5299,-348.835,-9.31075,-57.8021,12.1275,0.0921363,-0.339517,-0.0133948
5.43,110.128,-19.2738,-338.002,-5.76881,-43.9112,-0.588379,0.107187,-0.328973,-0.0101758
5.44,142.632,-72.1296,-329.248,-14.3046,-40.6415,9.3902,0.138823,-0.320453,-0.00941808
5.45,101.169,-30.2374,-348.945,-11.2093,-59.5396,8.29174,0.0984667,-0.339624,-0.0137974
5.46,104.636,-19.0309,-336.668,-2.50953,-43.1437,3.56202,0.101841,-0.327675,-0.00999794
5.47,140.67,-67.9582,-328.69,-14.5265,-40.9044,10.3396,0.136913,-0.31991,-0.009479
5.48,108.079,-34.09,-348.98,-13.8795,-61.5187,3.6027,0.105192,-0.339658,-0.0142561
5.49,100.001,-19.5213,-335.525,-0.461988,-42.9516,7.37868,0.09733,-0.326563,-0.00995342
5.5,137.692,-63.7171,-328.583,-14.5184,-40.309,11.5439,0.134014,-0.319806,-0.00934103
5.51,115.234,-36.8772,-349.772,-16.6143,-62.49,-1.55915,0.112156,-0.340429,-0.0144811
